0.341,0.661,0.731,0.341
0.661,0.661,0.351,0.341
0.741,0.661,0.231,0.221
0.711,0.661,0.531,0.331
0.181,0.661,0.711,0.341
0.471,0.651,0.071,0.341
0.081,0.651,0.431,0.341
0.331,0.651,0.131,0.351
0.631,0.651,0.351,0.341
0.741,0.651,0.221,0.331
0.581,0.651,0.571,0.331
0.181,0.661,0.581,0.341
0.331,0.631,0.421,0.341
0.651,0.421,0.591,0.341
0.231,0.571,0.291,0.351
0.531,0.651,0.631,0.331
0.741,0.661,0.421,0.331
0.581,0.661,0.141,0.751
0.191,0.661,0.631,1.361
0.311,0.651,0.171,0.781
0.571,0.651,0.651,0.331
0.161,0.661,0.381,0.331
0.461,0.651,0.131,0.331
0.481,0.661,0.181,0.331
0.351,0.661,0.251,0.331
0.181,0.661,0.541,0.331
0.321,0.661,0.401,0.331
0.621,0.651,0.731,0.281
0.151,0.661,0.461,0.331
0.441,0.661,0.141,0.331
0.231,0.651,0.221,0.201
0.231,0.661,0.191,0.701
0.231,0.661,0.221,0.701
0.241,0.661,0.071,0.701
0.241,0.661,0.221,0.611
0.211,0.651,0.221,0.701
0.231,0.591,0.191,0.701
0.231,0.661,0.221,0.141
0.231,0.651,0.221,0.691
0.241,0.511,0.221,0.701
0.241,0.561,0.221,0.701
0.241,0.661,0.221,0.651
0.231,0.651,0.221,0.701
0.241,0.651,0.241,0.701
0.241,0.661,0.241,0.441
0.241,0.461,0.221,0.701
0.241,0.661,0.241,0.701
0.231,0.661,0.211,0.701
0.311,0.651,0.241,0.481
0.171,0.661,0.221,0.691
0.231,0.551,0.151,0.701
0.311,0.661,0.211,0.371
0.221,0.491,0.221,0.701
0.231,0.591,0.241,0.821
0.231,0.661,0.221,0.701
0.231,0.661,0.241,0.491
0.121,0.661,0.231,0.701
0.101,0.661,0.221,0.701
0.241,0.661,0.181,0.701
0.231,0.661,0.221,0.621
0.221,0.591,0.221,0.701
0.231,0.661,0.221,0.701
0.231,0.661,0.221,0.341
0.231,0.651,0.221,0.701
0.161,0.661,0.221,0.701
0.231,0.661,0.221,0.701
0.231,0.661,0.221,0.611
0.231,0.661,0.221,0.681
0.401,0.651,0.221,0.701
0.231,0.561,0.221,0.141
0.201,0.651,0.221,0.701
0.111,0.651,0.221,0.701
0.311,0.651,0.161,0.641
0.311,0.661,0.231,0.481
0.241,0.661,0.221,0.631
0.301,0.631,0.221,0.701
0.241,0.661,0.201,0.701
0.651,0.661,0.221,0.301
0.091,0.661,0.221,0.701
0.311,0.661,0.221,1.151
0.231,0.661,0.221,0.701
0.241,0.651,0.161,0.701
0.241,0.661,0.171,0.421
0.241,0.661,0.221,0.701
0.241,0.651,0.221,0.701
0.241,0.651,0.221,0.701
0.111,0.321,0.221,0.551
0.231,0.631,0.221,0.701
0.241,0.541,0.221,0.701
0.321,0.691,0.181,0.091
0.301,0.661,0.071,0.701
0.251,0.631,0.221,0.701
0.891,0.661,0.191,0.701
0.411,0.641,0.221,0.281
0.081,0.651,0.221,0.701
0.151,0.661,0.221,0.701
0.231,0.661,0.221,0.701
0.231,0.661,0.221,0.701
0.241,0.661,0.181,0.561
0.241,0.661,0.241,0.671
0.171,0.651,0.241,0.701
0.231,0.661,0.221,0.701
0.241,0.651,0.231,0.551
0.221,0.631,0.221,0.701
0.221,0.661,0.231,0.701
0.231,0.661,0.221,0.881
0.231,0.661,0.061,0.451
0.231,0.501,0.221,0.701
0.231,0.621,0.221,0.701
0.221,0.651,0.111,0.701
0.221,0.491,0.231,0.551
0.131,0.661,0.231,0.701
0.211,0.651,0.221,0.641
0.221,0.661,0.221,0.151
0.221,0.661,0.131,0.701
0.311,0.661,0.231,0.701
0.241,0.651,0.241,0.701
0.241,0.651,0.241,0.701
0.221,0.651,0.261,0.551
0.101,0.661,0.251,0.701
0.221,0.661,0.251,0.951
0.231,0.661,0.251,0.961
0.241,0.651,0.241,0.551
0.251,0.651,0.241,0.701
0.251,0.661,0.231,0.701
0.261,0.651,0.221,0.251
0.251,0.481,0.221,0.701
0.231,0.621,0.221,0.701
0.241,0.661,0.231,0.701
0.231,0.661,0.191,0.221
0.581,0.311,0.311,0.701
0.371,0.301,0.241,0.711
0.341,0.301,0.491,0.321
0.741,0.301,0.241,0.701
0.371,0.301,0.531,0.631
0.671,0.301,0.231,0.701
0.211,0.301,0.731,0.361
0.481,0.311,0.631,0.701
0.721,0.301,0.361,0.701
0.741,0.301,0.081,0.701
0.671,0.301,0.521,0.431
0.131,0.301,0.251,0.681
0.421,0.301,0.571,1.071
0.711,0.301,0.561,0.701
0.251,0.301,0.541,0.461
0.491,0.301,0.621,0.701
0.731,0.301,0.311,0.961
0.461,0.301,0.451,0.701
0.601,0.301,0.531,0.421
0.131,0.301,0.271,0.701
0.391,0.301,0.181,0.821
0.661,0.301,0.201,0.701
0.221,0.301,0.741,0.401
0.521,0.301,0.621,0.701
0.741,0.301,0.351,0.641
0.461,0.301,0.081,1.031
0.711,0.301,0.491,0.271
0.131,0.301,0.251,0.631
0.431,0.301,0.611,0.701
0.711,0.301,0.421,0.701
0.241,0.301,0.731,0.131
0.501,0.301,0.541,0.701
0.741,0.301,0.391,0.701
0.491,0.301,0.161,0.701
0.551,0.301,0.631,0.191
0.191,0.301,0.351,0.701
0.451,0.301,0.631,0.701
0.091,0.301,0.171,0.701
0.331,0.301,0.731,0.471
0.471,0.301,0.621,0.701
0.741,0.301,0.381,0.651
0.471,0.301,0.131,0.701
0.691,0.311,0.521,0.471
0.151,0.301,0.291,0.701
0.441,0.301,0.531,0.701
0.721,0.301,0.581,0.701
0.241,0.301,0.731,0.541
0.521,0.301,0.651,0.701
0.741,0.301,0.351,0.701
0.531,0.301,0.081,0.141
0.131,0.301,0.531,0.681
0.221,0.301,0.281,0.661
0.461,0.301,0.161,0.541
0.741,0.301,0.531,0.211
0.321,0.301,0.731,0.701
0.501,0.301,0.531,0.701
0.391,0.301,0.201,0.701
0.721,0.301,0.731,0.361
0.741,0.301,0.461,0.701
0.241,0.301,0.171,0.701
0.511,0.291,0.671,0.701
0.091,0.291,0.721,0.491
0.341,0.301,0.731,0.701
0.591,0.301,0.571,0.701
0.741,0.301,0.161,0.701
0.591,0.301,0.711,0.451
0.201,0.301,0.501,0.701
0.271,0.301,0.231,0.701
0.521,0.301,0.161,0.701
0.751,0.301,0.731,0.531
0.311,0.301,0.611,0.701
0.601,0.301,0.421,0.701
0.701,0.301,0.251,0.131
0.561,0.301,0.721,0.581
0.481,0.301,0.491,0.701
0.221,0.301,0.221,0.701
0.511,0.301,0.731,0.701
0.081,0.301,0.731,0.701
0.291,0.301,0.721,0.901
0.571,0.301,0.221,0.701
0.741,0.301,0.111,0.391
0.551,0.301,0.581,0.701
0.171,0.301,0.331,0.701
0.301,0.301,0.091,0.701
0.531,0.301,0.691,0.311
0.741,0.301,0.481,0.701
0.281,0.301,0.491,0.701
0.551,0.301,0.201,0.701
0.741,0.301,0.191,0.331
0.551,0.301,0.681,0.701
0.151,0.301,0.431,0.701
0.281,0.301,0.181,0.701
0.511,0.301,0.541,0.161
0.111,0.301,0.441,0.661
0.351,0.301,0.731,0.701
0.461,0.301,0.571,0.701
0.741,0.301,0.371,0.701
0.251,0.301,0.151,0.451
0.711,0.301,0.521,0.701
0.191,0.301,0.361,0.811
0.421,0.651,0.531,0.701
0.231,0.621,0.271,0.701
0.321,0.651,0.241,0.701
0.601,0.661,0.431,0.401
0.161,0.661,0.181,0.701
0.471,0.661,0.541,0.701
0.721,0.661,0.411,0.701
0.631,0.661,0.541,0.121
0.741,0.521,0.611,0.651
0.211,0.621,0.341,0.701
0.321,0.661,0.101,0.701
0.551,0.651,0.571,0.121
0.101,0.661,0.331,0.651
0.361,0.651,0.481,0.701
0.631,0.661,0.431,0.961
0.741,0.661,0.431,1.181
0.741,0.531,0.581,0.441
0.221,0.651,0.351,0.701
0.321,0.671,0.111,0.701
0.471,0.661,0.161,0.701
0.151,0.661,0.211,0.551
0.451,0.651,0.551,0.701
0.731,0.761,0.421,0.701
0.741,0.661,0.481,0.711
0.751,0.661,0.421,0.601
0.201,0.661,0.331,0.701
0.321,0.661,0.091,1.071
0.561,0.461,0.161,1.261
0.101,0.591,0.271,0.411
0.361,0.651,0.471,0.701
0.651,0.661,0.581,0.701
0.741,0.681,0.671,1.041
0.741,0.651,0.461,0.561
0.151,0.601,0.271,0.701
0.421,0.661,0.481,1.141
0.681,0.651,0.161,0.701
0.191,0.661,0.241,0.481
0.481,0.661,0.421,0.681
0.441,0.651,0.431,0.701
0.321,0.671,0.421,0.701
0.741,0.721,0.431,0.601
0.231,0.661,0.201,0.701
0.521,0.661,0.361,0.701
0.091,0.661,0.331,0.211
0.391,0.671,0.201,0.701
0.461,0.651,0.461,0.701
0.481,0.521,0.401,0.701
0.741,0.621,0.461,0.161
0.181,0.661,0.421,0.701
0.311,0.661,0.131,0.701
0.581,0.651,0.231,0.701
0.151,0.661,0.291,0.361
0.451,0.751,0.451,0.701
0.751,0.751,0.451,0.701
0.491,0.661,0.441,0.701
0.591,0.661,0.441,0.591
0.191,0.661,0.261,0.701
0.391,0.661,0.441,0.701
0.401,0.701,0.441,1.371
0.181,0.651,0.161,0.601
0.491,0.651,0.451,0.701
0.741,0.661,0.371,0.701
0.741,0.661,0.481,0.301
0.741,0.461,0.411,0.701
0.221,0.471,0.131,0.701
0.521,0.601,0.161,0.701
0.121,0.651,0.311,0.371
0.361,0.651,0.551,0.701
0.611,0.661,0.451,0.701
0.741,0.661,0.291,0.701
0.741,0.661,0.521,0.301
0.151,0.551,0.381,0.701
0.271,0.661,0.541,0.701
0.571,0.661,0.451,0.701
0.141,0.661,0.221,0.581
0.431,0.661,0.471,0.641
0.341,0.761,0.461,0.701
0.651,0.651,0.481,0.731
0.741,0.661,0.451,0.491
0.191,0.661,0.361,0.701
0.281,0.651,0.101,0.701
0.521,0.661,0.471,0.701
0.521,0.661,0.291,0.521
0.321,0.481,0.441,0.701
0.601,0.591,0.431,0.751
0.741,0.661,0.731,0.701
0.741,0.661,0.451,0.661
0.211,0.661,0.231,0.701
0.351,0.661,0.441,0.531
0.371,0.661,0.481,0.671
0.131,0.661,0.261,0.561
0.361,0.661,0.431,0.701
0.591,0.661,0.391,0.701
0.591,0.661,0.441,0.231
0.461,0.661,0.441,0.701
0.211,0.631,0.231,0.701
0.341,0.661,0.191,0.701
0.631,0.661,0.411,0.331
0.221,0.661,0.181,0.701
0.451,0.601,0.501,0.701
